,Datetime,Temperature,Flow
288,2019-08-04 00:15:00,15.5,3.188121399
289,2019-08-04 00:30:00,15.4,3.188121399
290,2019-08-04 00:45:00,15.4,3.163017853
291,2019-08-04 01:00:00,15.3,3.163017853
292,2019-08-04 01:15:00,15.3,3.188121399
293,2019-08-04 01:30:00,15.2,3.188121399
294,2019-08-04 01:45:00,15.1,3.163017853
295,2019-08-04 02:00:00,15.1,3.188121399
296,2019-08-04 02:15:00,15.0,3.188121399
297,2019-08-04 02:30:00,14.9,3.188121399
298,2019-08-04 02:45:00,14.9,3.188121399
299,2019-08-04 03:00:00,14.8,3.188121399
300,2019-08-04 03:15:00,14.7,3.188121399
301,2019-08-04 03:30:00,14.6,3.188121399
302,2019-08-04 03:45:00,14.5,3.188121399
303,2019-08-04 04:00:00,14.5,3.163017853
304,2019-08-04 04:15:00,14.4,3.163017853
305,2019-08-04 04:30:00,14.3,3.188121399
306,2019-08-04 04:45:00,14.2,3.188121399
307,2019-08-04 05:00:00,14.2,3.188121399
308,2019-08-04 05:15:00,14.1,3.188121399
309,2019-08-04 05:30:00,14.0,3.163017853
310,2019-08-04 05:45:00,14.0,3.163017853
311,2019-08-04 06:00:00,13.9,3.163017853
312,2019-08-04 06:15:00,13.8,3.163017853
313,2019-08-04 06:30:00,13.8,3.163017853
314,2019-08-04 06:45:00,13.7,3.188121399
315,2019-08-04 07:00:00,13.7,3.188121399
316,2019-08-04 07:15:00,13.6,3.188121399
317,2019-08-04 07:30:00,13.6,3.188121399
318,2019-08-04 07:45:00,13.6,3.163017853
319,2019-08-04 08:00:00,13.5,3.163017853
320,2019-08-04 08:15:00,13.5,3.188121399
321,2019-08-04 08:30:00,13.5,3.188121399
322,2019-08-04 08:45:00,13.5,3.163017853
323,2019-08-04 09:00:00,13.5,3.163017853
324,2019-08-04 09:15:00,13.5,3.163017853
325,2019-08-04 09:30:00,13.5,3.163017853
326,2019-08-04 09:45:00,13.5,3.163017853
327,2019-08-04 10:00:00,13.5,3.163017853
328,2019-08-04 10:15:00,13.6,3.163017853
329,2019-08-04 10:30:00,13.7,3.163017853
330,2019-08-04 10:45:00,13.7,3.163017853
331,2019-08-04 11:00:00,13.8,3.163017853
332,2019-08-04 11:15:00,13.9,3.163017853
333,2019-08-04 11:30:00,14.0,3.163017853
334,2019-08-04 11:45:00,14.2,3.163017853
335,2019-08-04 12:00:00,14.3,3.163017853
336,2019-08-04 12:15:00,14.5,3.163017853
337,2019-08-04 12:30:00,14.6,3.163017853
338,2019-08-04 12:45:00,14.8,3.163017853
339,2019-08-04 13:00:00,15.0,3.163017853
340,2019-08-04 13:15:00,15.2,3.163017853
341,2019-08-04 13:30:00,15.4,3.163017853
342,2019-08-04 13:45:00,15.6,3.163017853
343,2019-08-04 14:00:00,15.8,3.163017853
344,2019-08-04 14:15:00,16.0,3.163017853
345,2019-08-04 14:30:00,16.2,3.163017853
346,2019-08-04 14:45:00,16.4,3.163017853
347,2019-08-04 15:00:00,16.6,3.163017853
348,2019-08-04 15:15:00,16.8,3.163017853
349,2019-08-04 15:30:00,17.0,3.163017853
350,2019-08-04 15:45:00,17.1,3.163017853
351,2019-08-04 16:00:00,17.3,3.163017853
352,2019-08-04 16:15:00,17.4,3.163017853
353,2019-08-04 16:30:00,17.5,3.163017853
354,2019-08-04 16:45:00,17.6,3.163017853
355,2019-08-04 17:00:00,17.7,3.163017853
356,2019-08-04 17:15:00,17.7,3.1380751960000004
357,2019-08-04 17:30:00,17.7,3.163017853
358,2019-08-04 17:45:00,17.7,3.163017853
359,2019-08-04 18:00:00,17.7,3.163017853
360,2019-08-04 18:15:00,17.7,3.163017853
361,2019-08-04 18:30:00,17.6,3.163017853
362,2019-08-04 18:45:00,17.6,3.1380751960000004
363,2019-08-04 19:00:00,17.5,3.1380751960000004
364,2019-08-04 19:15:00,17.4,3.1380751960000004
365,2019-08-04 19:30:00,17.3,3.1380751960000004
366,2019-08-04 19:45:00,17.2,3.1380751960000004
367,2019-08-04 20:00:00,17.1,3.1380751960000004
368,2019-08-04 20:15:00,17.0,3.1380751960000004
369,2019-08-04 20:30:00,16.9,3.1380751960000004
370,2019-08-04 20:45:00,16.8,3.1380751960000004
371,2019-08-04 21:00:00,16.7,3.1380751960000004
372,2019-08-04 21:15:00,16.6,3.1380751960000004
373,2019-08-04 21:30:00,16.5,3.1380751960000004
374,2019-08-04 21:45:00,16.4,3.1380751960000004
375,2019-08-04 22:00:00,16.3,3.1380751960000004
376,2019-08-04 22:15:00,16.3,3.1380751960000004
377,2019-08-04 22:30:00,16.2,3.1380751960000004
378,2019-08-04 22:45:00,16.1,3.1380751960000004
379,2019-08-04 23:00:00,16.1,3.1380751960000004
380,2019-08-04 23:15:00,16.0,3.1380751960000004
381,2019-08-04 23:30:00,16.0,3.1380751960000004
382,2019-08-04 23:45:00,15.9,3.1380751960000004
383,2019-08-05 00:00:00,15.9,3.1380751960000004
384,2019-08-05 00:15:00,15.8,3.1380751960000004
385,2019-08-05 00:30:00,15.8,3.1380751960000004
386,2019-08-05 00:45:00,15.7,3.1380751960000004
387,2019-08-05 01:00:00,15.7,3.163017853
388,2019-08-05 01:15:00,15.6,3.1380751960000004
389,2019-08-05 01:30:00,15.5,3.1380751960000004
390,2019-08-05 01:45:00,15.5,3.1380751960000004
391,2019-08-05 02:00:00,15.4,3.1380751960000004
392,2019-08-05 02:15:00,15.3,3.1380751960000004
393,2019-08-05 02:30:00,15.2,3.163017853
394,2019-08-05 02:45:00,15.1,3.163017853
395,2019-08-05 03:00:00,15.1,3.1380751960000004
396,2019-08-05 03:15:00,15.0,3.1380751960000004
397,2019-08-05 03:30:00,14.9,3.1380751960000004
